LANGUAGE,LINEAGE
language_1,"[1, 1]"
language_2,"[0, 1]"
language_5,"[0, 0]"
language_9,"[0, 0]"
language_10,"[0, 1]"
language_11,"[1, 1]"
language_12,"[0, 1]"
language_14,"[0, 1]"
language_18,"[1, 1]"
language_19,"[1, 1]"
language_20,"[0, 1]"
language_22,"[0, 1]"
language_23,"[0, 1]"
language_24,"[0, 1]"
language_25,"[0, 1]"
language_26,"[1, 1]"
language_28,"[0, 1]"
language_29,"[0, 1]"
language_30,"[0, 1]"
language_31,"[0, 1]"
language_32,"[1, 1]"
language_34,"[0, 1]"
language_35,"[0, 1]"
language_36,"[0, 1]"
language_37,"[1, 1]"
language_38,"[1, 1]"
language_42,"[0, 1]"
language_43,"[0, 1]"
language_45,"[1, 0]"
language_47,"[1, 0]"
language_48,"[1, 0]"
language_50,"[0, 1]"
language_51,"[0, 0]"
language_53,"[0, 0]"
language_54,"[1, 1]"
language_57,"[1, 1]"
language_61,"[1, 1]"
language_62,"[1, 1]"
language_63,"[1, 1]"
language_64,"[0, 0]"
language_66,"[0, 1]"
language_67,"[1, 1]"
language_69,"[0, 1]"
language_72,"[0, 1]"
language_74,"[0, 0]"
language_77,"[1, 1]"
language_78,"[0, 1]"
language_79,"[1, 0]"
language_80,"[0, 1]"
language_81,"[0, 1]"
language_82,"[1, 1]"
language_83,"[0, 1]"
language_86,"[0, 1]"
language_87,"[1, 1]"
language_90,"[1, 0]"
language_91,"[0, 1]"
language_92,"[0, 1]"
language_97,"[0, 1]"
language_99,"[1, 1]"
language_100,"[0, 1]"
language_103,"[0, 1]"
language_105,"[1, 1]"
language_107,"[0, 0]"
language_109,"[0, 1]"
language_111,"[1, 1]"
language_116,"[0, 0]"
language_117,"[1, 1]"
language_119,"[0, 1]"
language_121,"[0, 0]"
language_122,"[1, 0]"
language_124,"[1, 0]"
language_127,"[1, 1]"
language_128,"[1, 1]"
language_129,"[1, 1]"
language_130,"[0, 1]"
language_132,"[0, 1]"
language_133,"[1, 1]"
language_136,"[0, 0]"
language_137,"[1, 1]"
language_138,"[0, 1]"
language_139,"[0, 1]"
language_144,"[0, 0]"
language_145,"[1, 1]"
language_146,"[0, 0]"
language_147,"[1, 0]"
language_151,"[1, 1]"
language_156,"[0, 1]"
language_157,"[0, 1]"
language_158,"[0, 0]"
language_159,"[0, 1]"
language_160,"[1, 1]"
language_163,"[0, 1]"
language_164,"[1, 1]"
language_165,"[1, 0]"
language_168,"[0, 1]"
language_169,"[1, 1]"
language_170,"[1, 1]"
language_171,"[0, 0]"
language_172,"[0, 1]"
language_173,"[0, 0]"
language_174,"[0, 1]"
language_175,"[0, 1]"
language_177,"[1, 1]"
language_178,"[0, 1]"
language_179,"[0, 1]"
language_181,"[1, 1]"
language_183,"[0, 1]"
language_184,"[0, 1]"
language_186,"[0, 1]"
language_188,"[0, 1]"
language_189,"[0, 1]"
language_190,"[0, 0]"
language_191,"[0, 1]"
language_197,"[0, 1]"
language_200,"[0, 0]"
language_201,"[1, 1]"
language_204,"[0, 0]"
language_205,"[1, 1]"
language_206,"[0, 1]"
language_208,"[1, 1]"
language_209,"[0, 1]"
language_210,"[0, 1]"
language_212,"[0, 1]"
language_214,"[0, 1]"
language_215,"[1, 0]"
language_216,"[1, 0]"
language_217,"[0, 1]"
language_218,"[1, 1]"
language_221,"[0, 1]"
language_225,"[1, 1]"
language_226,"[1, 1]"
language_227,"[0, 1]"
language_228,"[1, 1]"
language_230,"[0, 1]"
language_232,"[0, 0]"
language_233,"[0, 1]"
language_234,"[1, 1]"
