LANGUAGE,LINEAGE
language_2,"[1, 1]"
language_3,"[0, 0]"
language_4,"[1, 1]"
language_5,"[0, 1]"
language_6,"[0, 1]"
language_7,"[0, 0]"
language_9,"[0, 1]"
language_10,"[0, 1]"
language_11,"[0, 1]"
language_13,"[1, 1]"
language_15,"[0, 1]"
language_17,"[0, 1]"
language_18,"[0, 1]"
language_20,"[0, 1]"
language_21,"[1, 1]"
language_22,"[1, 1]"
language_24,"[0, 1]"
language_25,"[0, 0]"
language_26,"[1, 1]"
language_29,"[0, 1]"
language_30,"[0, 0]"
language_31,"[0, 1]"
language_32,"[0, 1]"
language_34,"[0, 1]"
language_35,"[0, 1]"
language_37,"[0, 1]"
language_38,"[0, 1]"
language_39,"[1, 1]"
language_40,"[0, 0]"
language_42,"[0, 1]"
language_43,"[0, 1]"
language_45,"[0, 0]"
language_46,"[0, 1]"
language_48,"[0, 0]"
language_50,"[1, 1]"
language_51,"[1, 1]"
language_53,"[1, 1]"
language_54,"[0, 1]"
language_55,"[0, 1]"
language_57,"[0, 1]"
language_58,"[1, 1]"
language_59,"[0, 0]"
language_60,"[0, 0]"
language_63,"[1, 0]"
language_64,"[1, 1]"
language_65,"[0, 1]"
language_66,"[0, 1]"
language_67,"[0, 1]"
language_68,"[0, 1]"
language_71,"[0, 1]"
language_72,"[0, 1]"
language_73,"[0, 1]"
language_75,"[0, 1]"
language_77,"[1, 1]"
language_78,"[0, 1]"
language_79,"[0, 1]"
language_82,"[1, 1]"
language_83,"[0, 1]"
language_84,"[0, 1]"
language_85,"[0, 1]"
language_90,"[0, 1]"
language_98,"[0, 1]"
language_99,"[0, 0]"
language_100,"[1, 1]"
language_102,"[1, 1]"
language_103,"[0, 1]"
language_104,"[0, 1]"
language_106,"[0, 1]"
language_110,"[0, 1]"
language_111,"[1, 1]"
language_112,"[0, 1]"
language_114,"[0, 0]"
language_115,"[0, 1]"
language_116,"[0, 1]"
language_119,"[1, 0]"
language_120,"[0, 1]"
language_122,"[0, 1]"
language_124,"[1, 1]"
