LANGUAGE,LINEAGE
language_2,"[1, 1]"
language_3,"[0, 1]"
language_5,"[1, 0]"
language_6,"[1, 0]"
language_7,"[0, 0]"
language_8,"[0, 0]"
language_9,"[0, 1]"
language_10,"[0, 1]"
language_11,"[0, 1]"
language_12,"[0, 1]"
language_13,"[1, 1]"
language_15,"[1, 0]"
language_16,"[1, 1]"
language_17,"[0, 1]"
language_19,"[0, 0]"
language_20,"[0, 1]"
language_21,"[0, 0]"
language_22,"[0, 0]"
language_24,"[0, 1]"
language_26,"[0, 1]"
language_27,"[0, 1]"
language_28,"[0, 1]"
language_29,"[1, 0]"
language_30,"[0, 1]"
language_32,"[0, 1]"
language_34,"[0, 1]"
language_39,"[1, 1]"
language_40,"[0, 1]"
language_42,"[0, 1]"
language_43,"[1, 1]"
language_45,"[1, 0]"
language_46,"[0, 0]"
language_47,"[0, 0]"
language_49,"[0, 1]"
language_50,"[1, 1]"
language_51,"[0, 1]"
language_53,"[0, 0]"
language_54,"[1, 1]"
language_55,"[0, 0]"
language_56,"[0, 1]"
language_59,"[1, 1]"
language_60,"[0, 1]"
language_61,"[1, 1]"
language_62,"[0, 1]"
language_63,"[0, 1]"
language_65,"[0, 1]"
language_67,"[1, 1]"
language_68,"[0, 1]"
language_69,"[1, 1]"
language_70,"[0, 0]"
language_72,"[0, 1]"
language_73,"[0, 1]"
language_75,"[1, 1]"
language_77,"[0, 1]"
language_78,"[0, 1]"
language_79,"[0, 0]"
language_81,"[0, 1]"
language_82,"[0, 0]"
language_83,"[0, 1]"
language_84,"[0, 1]"
language_86,"[1, 1]"
language_90,"[0, 1]"
language_95,"[0, 1]"
language_98,"[0, 1]"
language_100,"[0, 0]"
language_101,"[0, 1]"
language_102,"[0, 1]"
language_103,"[1, 1]"
language_105,"[0, 0]"
language_106,"[1, 1]"
language_107,"[1, 0]"
language_108,"[0, 0]"
language_110,"[0, 1]"
language_111,"[0, 1]"
language_114,"[0, 0]"
language_118,"[0, 0]"
language_119,"[0, 1]"
language_122,"[0, 1]"
language_123,"[1, 1]"
language_124,"[0, 1]"
language_126,"[0, 1]"
language_129,"[0, 0]"
language_130,"[1, 1]"
language_132,"[1, 1]"
language_133,"[0, 1]"
language_134,"[1, 1]"
language_135,"[0, 1]"
language_136,"[0, 0]"
language_137,"[0, 1]"
language_138,"[0, 1]"
language_143,"[0, 1]"
language_144,"[0, 1]"
language_148,"[0, 1]"
language_149,"[0, 1]"
language_151,"[0, 1]"
language_152,"[1, 1]"
language_154,"[0, 1]"
language_155,"[0, 0]"
language_156,"[0, 1]"
language_157,"[0, 1]"
language_160,"[1, 0]"
language_161,"[0, 1]"
language_163,"[0, 1]"
language_166,"[1, 1]"
language_167,"[0, 1]"
language_169,"[0, 1]"
language_171,"[1, 1]"
language_175,"[0, 1]"
language_177,"[0, 0]"
language_178,"[1, 1]"
language_180,"[0, 0]"
language_182,"[0, 1]"
language_184,"[0, 1]"
language_185,"[1, 1]"
language_186,"[0, 1]"
language_187,"[0, 0]"
language_189,"[0, 1]"
language_191,"[0, 0]"
language_192,"[1, 1]"
language_195,"[0, 1]"
language_196,"[0, 1]"
language_198,"[0, 1]"
language_199,"[0, 1]"
language_200,"[0, 0]"
language_201,"[0, 1]"
language_203,"[0, 0]"
language_207,"[0, 1]"
language_208,"[0, 1]"
language_209,"[0, 1]"
language_210,"[0, 1]"
language_212,"[0, 1]"
language_213,"[0, 0]"
language_214,"[0, 1]"
language_215,"[0, 1]"
language_216,"[0, 1]"
language_217,"[0, 1]"
language_218,"[0, 1]"
language_221,"[0, 1]"
language_223,"[0, 1]"
language_224,"[0, 1]"
language_225,"[0, 0]"
language_227,"[0, 1]"
language_228,"[0, 1]"
language_229,"[0, 1]"
language_231,"[0, 0]"
language_232,"[0, 1]"
language_233,"[1, 1]"
language_234,"[0, 1]"
language_236,"[0, 1]"
language_237,"[0, 0]"
language_238,"[0, 1]"
language_239,"[0, 1]"
language_240,"[0, 1]"
language_241,"[1, 1]"
language_243,"[0, 1]"
language_244,"[0, 1]"
language_245,"[1, 0]"
language_246,"[0, 1]"
language_251,"[0, 1]"
language_252,"[1, 1]"
language_253,"[0, 1]"
language_255,"[1, 1]"
language_256,"[0, 1]"
language_257,"[1, 1]"
language_259,"[0, 1]"
language_260,"[0, 1]"
language_261,"[0, 0]"
language_262,"[0, 1]"
language_263,"[0, 0]"
language_265,"[0, 1]"
language_266,"[0, 0]"
language_268,"[1, 1]"
language_269,"[1, 1]"
language_271,"[1, 1]"
language_272,"[0, 0]"
language_273,"[0, 0]"
language_276,"[0, 1]"
language_277,"[1, 1]"
language_278,"[1, 1]"
language_279,"[0, 1]"
language_284,"[0, 1]"
language_285,"[0, 1]"
language_286,"[0, 1]"
language_288,"[0, 1]"
language_289,"[0, 1]"
language_292,"[0, 0]"
language_293,"[0, 1]"
language_298,"[0, 1]"
language_300,"[1, 1]"
language_301,"[0, 1]"
language_302,"[0, 1]"
language_303,"[0, 1]"
language_306,"[0, 1]"
language_309,"[0, 1]"
language_312,"[0, 1]"
language_313,"[0, 1]"
language_314,"[0, 1]"
language_316,"[0, 0]"
language_317,"[0, 0]"
language_318,"[1, 1]"
language_321,"[0, 1]"
language_323,"[0, 1]"
language_324,"[0, 1]"
language_325,"[0, 1]"
language_326,"[1, 1]"
language_327,"[1, 1]"
language_328,"[0, 1]"
language_329,"[1, 0]"
language_330,"[1, 1]"
language_331,"[0, 1]"
language_332,"[1, 1]"
language_333,"[1, 1]"
language_334,"[0, 0]"
language_337,"[0, 1]"
language_338,"[0, 1]"
language_340,"[0, 1]"
language_341,"[0, 1]"
language_343,"[0, 1]"
language_345,"[1, 0]"
language_347,"[1, 1]"
language_348,"[0, 1]"
language_349,"[0, 1]"
language_350,"[0, 1]"
language_351,"[0, 0]"
language_352,"[0, 0]"
language_354,"[0, 1]"
language_355,"[0, 1]"
language_356,"[0, 0]"
language_357,"[0, 0]"
language_359,"[0, 1]"
language_360,"[0, 1]"
language_363,"[0, 1]"
language_364,"[1, 1]"
language_365,"[0, 1]"
language_366,"[0, 1]"
language_368,"[1, 0]"
language_370,"[0, 1]"
language_371,"[1, 1]"
language_372,"[0, 1]"
language_375,"[0, 1]"
language_376,"[0, 0]"
language_378,"[0, 1]"
language_380,"[0, 1]"
language_381,"[1, 0]"
language_382,"[1, 1]"
language_384,"[1, 1]"
language_386,"[0, 1]"
language_387,"[0, 1]"
language_392,"[0, 0]"
language_393,"[0, 1]"
language_394,"[1, 1]"
language_398,"[0, 1]"
language_400,"[0, 1]"
language_401,"[0, 1]"
language_404,"[1, 1]"
language_405,"[1, 1]"
language_408,"[0, 0]"
language_409,"[0, 1]"
language_412,"[1, 1]"
language_413,"[1, 1]"
language_414,"[1, 1]"
language_416,"[0, 1]"
language_417,"[0, 1]"
language_420,"[1, 1]"
language_421,"[1, 0]"
language_424,"[0, 1]"
language_425,"[1, 1]"
language_427,"[1, 0]"
language_428,"[0, 1]"
language_430,"[0, 1]"
language_431,"[0, 1]"
language_433,"[0, 1]"
language_434,"[0, 1]"
language_437,"[0, 1]"
language_438,"[1, 1]"
language_439,"[1, 0]"
language_441,"[1, 1]"
language_442,"[0, 1]"
language_443,"[1, 1]"
language_444,"[0, 1]"
language_445,"[0, 1]"
language_447,"[0, 1]"
language_449,"[1, 1]"
language_452,"[1, 1]"
language_454,"[0, 1]"
language_455,"[0, 0]"
language_456,"[0, 1]"
language_457,"[0, 1]"
language_458,"[0, 1]"
language_459,"[0, 1]"
language_460,"[0, 1]"
language_461,"[1, 1]"
language_462,"[1, 1]"
language_463,"[1, 0]"
language_464,"[0, 0]"
language_466,"[0, 0]"
language_467,"[1, 1]"
language_469,"[0, 1]"
language_470,"[0, 1]"
language_471,"[0, 1]"
language_472,"[1, 1]"
language_475,"[1, 1]"
language_476,"[0, 1]"
language_477,"[0, 1]"
language_480,"[0, 1]"
language_483,"[0, 1]"
language_484,"[1, 0]"
language_488,"[0, 1]"
language_489,"[0, 1]"
language_490,"[1, 1]"
language_491,"[0, 1]"
language_492,"[0, 0]"
language_493,"[0, 1]"
language_494,"[0, 1]"
language_495,"[0, 1]"
language_496,"[0, 1]"
language_498,"[1, 1]"
language_499,"[0, 1]"
language_500,"[0, 1]"
language_501,"[0, 1]"
language_502,"[0, 0]"
language_503,"[0, 0]"
language_504,"[0, 1]"
language_506,"[0, 1]"
language_507,"[0, 1]"
language_508,"[0, 0]"
language_511,"[0, 1]"
language_515,"[0, 1]"
language_517,"[1, 1]"
language_520,"[1, 1]"
language_521,"[1, 1]"
language_522,"[0, 1]"
language_523,"[0, 0]"
language_524,"[0, 0]"
language_525,"[1, 1]"
language_526,"[0, 0]"
language_527,"[1, 1]"
language_528,"[0, 1]"
language_529,"[1, 1]"
language_531,"[0, 0]"
language_532,"[0, 1]"
