LANGUAGE,LINEAGE
language_4,"[0, 1]"
language_6,"[0, 1]"
language_7,"[0, 1]"
language_10,"[0, 1]"
language_11,"[0, 1]"
language_12,"[1, 1]"
language_13,"[1, 0]"
language_14,"[0, 1]"
language_16,"[1, 1]"
language_19,"[0, 0]"
language_20,"[0, 1]"
language_21,"[1, 1]"
language_23,"[1, 1]"
language_26,"[1, 0]"
language_28,"[0, 1]"
language_31,"[0, 1]"
language_33,"[0, 1]"
language_35,"[0, 1]"
language_37,"[0, 1]"
language_39,"[0, 1]"
language_40,"[1, 0]"
language_41,"[0, 1]"
language_43,"[0, 1]"
language_44,"[0, 1]"
language_45,"[0, 0]"
language_47,"[0, 1]"
language_49,"[0, 1]"
language_51,"[0, 1]"
language_52,"[0, 1]"
language_53,"[0, 1]"
language_54,"[0, 1]"
language_57,"[0, 1]"
language_58,"[0, 1]"
language_60,"[0, 1]"
language_62,"[0, 1]"
language_63,"[0, 1]"
language_64,"[1, 1]"
language_65,"[0, 1]"
language_67,"[0, 1]"
language_71,"[0, 1]"
language_75,"[0, 1]"
language_76,"[1, 1]"
language_78,"[0, 0]"
language_81,"[0, 0]"
language_82,"[0, 1]"
language_83,"[1, 0]"
language_84,"[0, 0]"
language_88,"[1, 1]"
language_90,"[0, 1]"
language_92,"[1, 1]"
language_93,"[0, 1]"
language_94,"[0, 0]"
language_96,"[0, 1]"
language_97,"[1, 1]"
language_98,"[1, 1]"
language_99,"[0, 1]"
language_100,"[1, 0]"
language_102,"[1, 0]"
language_103,"[0, 0]"
language_104,"[0, 1]"
language_105,"[1, 1]"
language_109,"[0, 1]"
language_111,"[1, 1]"
language_112,"[0, 1]"
language_113,"[1, 1]"
language_115,"[1, 1]"
language_117,"[0, 1]"
language_118,"[0, 1]"
language_119,"[0, 1]"
language_120,"[1, 0]"
language_122,"[0, 0]"
language_123,"[0, 1]"
language_124,"[1, 1]"
language_126,"[0, 0]"
language_128,"[0, 0]"
language_129,"[1, 1]"
language_130,"[1, 1]"
language_133,"[1, 0]"
language_135,"[1, 0]"
language_136,"[0, 1]"
language_137,"[0, 1]"
language_141,"[0, 1]"
language_142,"[0, 1]"
language_145,"[0, 1]"
language_146,"[1, 0]"
language_148,"[0, 1]"
language_151,"[0, 1]"
language_154,"[0, 1]"
language_155,"[0, 0]"
language_156,"[0, 1]"
language_157,"[1, 1]"
language_159,"[0, 1]"
language_160,"[1, 1]"
language_164,"[0, 1]"
language_165,"[0, 1]"
language_167,"[1, 1]"
language_168,"[0, 1]"
language_169,"[0, 0]"
language_170,"[0, 1]"
language_171,"[0, 0]"
language_173,"[1, 1]"
language_174,"[1, 1]"
language_175,"[0, 0]"
language_176,"[0, 0]"
language_177,"[1, 0]"
language_180,"[0, 0]"
language_182,"[1, 1]"
language_183,"[1, 0]"
language_184,"[0, 1]"
language_185,"[1, 1]"
language_187,"[0, 1]"
language_188,"[1, 0]"
language_189,"[0, 0]"
language_190,"[0, 1]"
language_191,"[0, 1]"
language_192,"[0, 0]"
language_194,"[0, 0]"
language_195,"[1, 1]"
language_196,"[0, 1]"
language_198,"[1, 1]"
language_199,"[1, 1]"
language_200,"[1, 1]"
language_201,"[0, 1]"
language_204,"[1, 1]"
language_205,"[0, 1]"
language_206,"[0, 1]"
language_207,"[0, 1]"
