LANGUAGE,AGE
language_1,"[1, 0]"
language_2,"[0, 0]"
language_3,"[1, 0]"
language_5,"[0, 0]"
language_6,"[1, 0]"
language_7,"[1, 0]"
language_8,"[1, 0]"
language_9,"[1, 0]"
language_10,"[0, 1]"
language_11,"[0, 0]"
language_12,"[1, 1]"
language_13,"[1, 0]"
language_14,"[1, 0]"
language_15,"[1, 0]"
language_16,"[1, 1]"
language_17,"[1, 0]"
language_18,"[0, 0]"
language_19,"[1, 0]"
language_20,"[1, 0]"
language_21,"[1, 0]"
language_22,"[1, 0]"
language_23,"[1, 0]"
language_25,"[1, 0]"
language_26,"[1, 0]"
language_28,"[1, 0]"
language_29,"[1, 0]"
language_33,"[1, 0]"
language_34,"[0, 0]"
language_35,"[1, 0]"
language_36,"[1, 0]"
language_37,"[1, 0]"
language_38,"[1, 0]"
language_39,"[1, 0]"
language_40,"[1, 0]"
language_41,"[1, 0]"
language_42,"[1, 0]"
language_44,"[1, 0]"
language_46,"[0, 0]"
language_48,"[1, 0]"
language_49,"[0, 0]"
language_50,"[0, 0]"
language_52,"[1, 1]"
language_53,"[1, 0]"
language_54,"[1, 0]"
language_55,"[0, 1]"
language_56,"[1, 0]"
language_57,"[1, 0]"
language_58,"[1, 0]"
language_60,"[1, 0]"
language_61,"[0, 0]"
language_62,"[1, 0]"
language_63,"[0, 1]"
language_64,"[0, 0]"
language_65,"[1, 0]"
language_66,"[1, 0]"
language_68,"[1, 0]"
language_69,"[1, 0]"
language_70,"[1, 0]"
language_73,"[1, 0]"
language_74,"[1, 0]"
language_75,"[1, 0]"
language_76,"[0, 0]"
language_77,"[0, 1]"
language_79,"[1, 0]"
language_80,"[0, 0]"
language_81,"[0, 0]"
language_83,"[0, 0]"
language_84,"[1, 0]"
language_85,"[1, 0]"
language_86,"[1, 0]"
language_87,"[1, 0]"
language_89,"[1, 1]"
language_90,"[1, 0]"
language_91,"[0, 0]"
language_92,"[0, 0]"
language_93,"[1, 0]"
language_94,"[1, 0]"
language_95,"[1, 0]"
language_96,"[1, 0]"
language_97,"[1, 0]"
language_98,"[1, 0]"
language_101,"[1, 0]"
language_102,"[1, 0]"
language_103,"[0, 1]"
language_104,"[1, 0]"
language_105,"[1, 0]"
language_106,"[0, 0]"
language_107,"[1, 0]"
language_108,"[0, 0]"
language_110,"[1, 0]"
language_111,"[1, 0]"
language_112,"[0, 0]"
language_113,"[0, 0]"
language_114,"[1, 0]"
language_116,"[1, 1]"
language_117,"[0, 0]"
language_118,"[0, 0]"
language_119,"[0, 0]"
language_120,"[1, 0]"
language_121,"[1, 0]"
language_122,"[0, 1]"
language_123,"[1, 0]"
language_124,"[1, 0]"
language_126,"[0, 1]"
language_127,"[0, 0]"
language_129,"[1, 0]"
language_130,"[1, 0]"
language_131,"[1, 0]"
language_132,"[1, 0]"
language_133,"[1, 0]"
language_134,"[1, 0]"
language_135,"[0, 0]"
language_136,"[1, 1]"
language_137,"[0, 0]"
language_139,"[0, 0]"
language_140,"[1, 0]"
language_141,"[1, 0]"
language_142,"[0, 0]"
